dataset,model,section,section_name,n_items,phenomenon_id,soundness,consistency,total,accuracy
fracas-translated,grok-4-20-reasoning,8,Verbs,8,1.75,1.75,1.0,4.5,0.875
fracas-translated,grok-4-20-reasoning,9,Attitudes,13,1.8461538461538463,1.6923076923076923,0.8461538461538461,4.384615384615385,0.8461538461538461
fracas-translated,llama-3.3-70b,1,Generalized Quantifiers,80,1.0,1.2125,0.825,3.0375,0.525
fracas-translated,llama-3.3-70b,2,Plurals,33,1.1515151515151516,1.5454545454545454,0.8787878787878788,3.5757575757575757,0.7272727272727273
fracas-translated,llama-3.3-70b,3,Anaphora,28,0.6785714285714286,1.7142857142857142,0.9642857142857143,3.357142857142857,0.8214285714285714
fracas-translated,llama-3.3-70b,4,Ellipsis,55,0.6545454545454545,1.1818181818181819,0.9272727272727272,2.7636363636363637,0.6
fracas-translated,llama-3.3-70b,5,Adjectives,23,1.2608695652173914,1.1304347826086956,0.9130434782608695,3.3043478260869565,0.5652173913043478
fracas-translated,llama-3.3-70b,6,Comparatives,31,1.6129032258064515,1.1935483870967742,0.9354838709677419,3.7419354838709675,0.7096774193548387
fracas-translated,llama-3.3-70b,7,Temporal Reference,71,1.704225352112676,1.352112676056338,0.9577464788732394,4.014084507042254,0.6338028169014085
fracas-translated,llama-3.3-70b,8,Verbs,8,1.0,1.5,1.0,3.5,0.75
fracas-translated,llama-3.3-70b,9,Attitudes,13,1.2307692307692308,1.7692307692307692,0.7692307692307693,3.769230769230769,0.6923076923076923
fracas-translated,llama-4-maverick,1,Generalized Quantifiers,80,0.9875,1.4125,0.85,3.25,0.625
fracas-translated,llama-4-maverick,2,Plurals,33,1.1515151515151516,1.5151515151515151,0.9696969696969697,3.6363636363636362,0.7878787878787878
fracas-translated,llama-4-maverick,3,Anaphora,28,1.0714285714285714,1.5357142857142858,1.0,3.607142857142857,0.7857142857142857
fracas-translated,llama-4-maverick,4,Ellipsis,55,1.018181818181818,1.2,0.9818181818181818,3.2,0.6
fracas-translated,llama-4-maverick,5,Adjectives,23,1.565217391304348,1.173913043478261,0.9130434782608695,3.652173913043478,0.5652173913043478
fracas-translated,llama-4-maverick,6,Comparatives,30,1.8333333333333333,1.4666666666666666,0.9666666666666667,4.266666666666667,0.7666666666666667
fracas-translated,llama-4-maverick,7,Temporal Reference,71,1.8028169014084507,1.352112676056338,0.9577464788732394,4.112676056338028,0.6338028169014085
fracas-translated,llama-4-maverick,8,Verbs,8,1.375,1.5,1.0,3.875,0.75
fracas-translated,llama-4-maverick,9,Attitudes,13,1.3846153846153846,1.5384615384615385,0.9230769230769231,3.8461538461538463,0.7692307692307693
fracas-translated,mistral-large-3,1,Generalized Quantifiers,80,1.1625,1.35,0.8,3.3125,0.5625
fracas-translated,mistral-large-3,2,Plurals,33,1.3636363636363635,1.5454545454545454,0.9090909090909091,3.8181818181818183,0.7272727272727273
fracas-translated,mistral-large-3,3,Anaphora,28,1.0,1.25,0.9642857142857143,3.2142857142857144,0.6785714285714286
fracas-translated,mistral-large-3,4,Ellipsis,55,0.8363636363636363,1.2363636363636363,0.8727272727272727,2.9454545454545453,0.5636363636363636
fracas-translated,mistral-large-3,5,Adjectives,23,1.5217391304347827,1.2608695652173914,0.782608695652174,3.5652173913043477,0.4782608695652174
fracas-translated,mistral-large-3,6,Comparatives,31,1.5806451612903225,1.2580645161290323,0.967741935483871,3.806451612903226,0.6129032258064516
fracas-translated,mistral-large-3,7,Temporal Reference,71,1.8591549295774648,1.323943661971831,0.9577464788732394,4.140845070422535,0.6056338028169014
fracas-translated,mistral-large-3,8,Verbs,8,1.125,1.625,0.875,3.625,0.75
fracas-translated,mistral-large-3,9,Attitudes,13,1.5384615384615385,1.6153846153846154,0.7692307692307693,3.923076923076923,0.6923076923076923
oyxoy,deepseek-r1,1,Generalized Quantifiers,633,1.7535545023696681,1.6619273301737756,0.9889415481832543,4.404423380726699,0.7440758293838863
oyxoy,deepseek-r1,2,Plurals,154,1.8506493506493507,1.7402597402597402,0.987012987012987,4.577922077922078,0.7987012987012987
oyxoy,deepseek-r1,3,Anaphora,119,1.6470588235294117,1.5798319327731092,0.9831932773109243,4.2100840336134455,0.5798319327731093
oyxoy,deepseek-r1,4,Ellipsis,60,1.6666666666666667,1.7333333333333334,1.0,4.4,0.75
oyxoy,deepseek-r1,5,Adjectives,307,1.6710097719869708,1.6156351791530945,0.990228013029316,4.276872964169381,0.6351791530944625
oyxoy,deepseek-r1,6,Comparatives,47,1.8085106382978724,1.8936170212765957,1.0,4.702127659574468,0.8936170212765957
oyxoy,deepseek-r1,7,Temporal Reference,273,1.7216117216117217,1.673992673992674,0.989010989010989,4.384615384615385,0.7326007326007326
oyxoy,deepseek-r1,8,Verbs,222,1.7117117117117118,1.5765765765765767,0.9864864864864865,4.274774774774775,0.7477477477477478
oyxoy,deepseek-r1,9,Attitudes,263,1.7832699619771863,1.570342205323194,0.9809885931558935,4.334600760456274,0.6806083650190115
oyxoy,deepseek-v4-pro,1,Generalized Quantifiers,637,1.728414442700157,1.6106750392464677,0.9795918367346939,4.318681318681318,0.7205651491365777
oyxoy,deepseek-v4-pro,2,Plurals,154,1.7922077922077921,1.62987012987013,0.961038961038961,4.383116883116883,0.7337662337662337
oyxoy,deepseek-v4-pro,3,Anaphora,119,1.5630252100840336,1.3445378151260505,0.9663865546218487,3.8739495798319328,0.5126050420168067
oyxoy,deepseek-v4-pro,4,Ellipsis,60,1.6666666666666667,1.7666666666666666,0.9166666666666666,4.35,0.7333333333333333
oyxoy,deepseek-v4-pro,5,Adjectives,310,1.5870967741935484,1.4645161290322581,0.9903225806451613,4.041935483870968,0.5838709677419355
oyxoy,deepseek-v4-pro,6,Comparatives,47,1.872340425531915,1.8936170212765957,0.9361702127659575,4.702127659574468,0.8085106382978723
oyxoy,deepseek-v4-pro,7,Temporal Reference,274,1.6788321167883211,1.6240875912408759,0.9854014598540146,4.288321167883212,0.7226277372262774
oyxoy,deepseek-v4-pro,8,Verbs,223,1.7130044843049328,1.6278026905829597,0.9865470852017937,4.327354260089686,0.7623318385650224
oyxoy,deepseek-v4-pro,9,Attitudes,264,1.7234848484848484,1.4696969696969697,0.9924242424242424,4.1856060606060606,0.6515151515151515
oyxoy,gpt-4o,1,Generalized Quantifiers,637,1.6059654631083202,1.6326530612244898,0.9607535321821036,4.199372056514914,0.7111459968602826
oyxoy,gpt-4o,2,Plurals,154,1.6948051948051948,1.6948051948051948,0.987012987012987,4.376623376623376,0.7532467532467533
oyxoy,gpt-4o,3,Anaphora,119,1.4705882352941178,1.5126050420168067,0.957983193277311,3.9411764705882355,0.5546218487394958
oyxoy,gpt-4o,4,Ellipsis,60,1.3166666666666667,1.7,0.95,3.966666666666667,0.75
oyxoy,gpt-4o,5,Adjectives,310,1.4645161290322581,1.596774193548387,0.9580645161290322,4.019354838709678,0.635483870967742
oyxoy,gpt-4o,6,Comparatives,47,1.7659574468085106,1.8936170212765957,0.9787234042553191,4.638297872340425,0.851063829787234
oyxoy,gpt-4o,7,Temporal Reference,274,1.5875912408759123,1.6642335766423357,0.9562043795620438,4.208029197080292,0.718978102189781
oyxoy,gpt-4o,8,Verbs,223,1.6188340807174888,1.654708520179372,0.9551569506726457,4.228699551569507,0.7623318385650224
oyxoy,gpt-4o,9,Attitudes,264,1.7007575757575757,1.5833333333333333,0.9583333333333334,4.242424242424242,0.6893939393939394
oyxoy,gpt-5.4,1,Generalized Quantifiers,636,1.8553459119496856,1.7421383647798743,0.9952830188679245,4.5927672955974845,0.7515723270440252
oyxoy,gpt-5.4,2,Plurals,154,1.9350649350649352,1.7792207792207793,1.0,4.714285714285714,0.7987012987012987
oyxoy,gpt-5.4,3,Anaphora,119,1.815126050420168,1.680672268907563,1.0,4.495798319327731,0.6050420168067226
oyxoy,gpt-5.4,4,Ellipsis,60,1.85,1.8833333333333333,1.0,4.733333333333333,0.8166666666666667
oyxoy,gpt-5.4,5,Adjectives,310,1.7741935483870968,1.6806451612903226,0.9967741935483871,4.451612903225806,0.6548387096774193
oyxoy,gpt-5.4,6,Comparatives,47,1.9148936170212767,1.872340425531915,0.9787234042553191,4.76595744680851,0.851063829787234
oyxoy,gpt-5.4,7,Temporal Reference,274,1.8357664233576643,1.7591240875912408,0.9963503649635036,4.591240875912408,0.7773722627737226
oyxoy,gpt-5.4,8,Verbs,223,1.8251121076233183,1.6771300448430493,0.9955156950672646,4.497757847533633,0.7892376681614349
oyxoy,gpt-5.4,9,Attitudes,264,1.8295454545454546,1.6818181818181819,1.0,4.511363636363637,0.7234848484848485
oyxoy,grok-4-20,1,Generalized Quantifiers,637,1.7237048665620094,1.5463108320251178,0.9843014128728415,4.254317111459969,0.695447409733124
oyxoy,grok-4-20,2,Plurals,154,1.7922077922077921,1.551948051948052,0.9805194805194806,4.324675324675325,0.7077922077922078
oyxoy,grok-4-20,3,Anaphora,119,1.5798319327731092,1.403361344537815,0.9831932773109243,3.966386554621849,0.5126050420168067
oyxoy,grok-4-20,4,Ellipsis,60,1.5666666666666667,1.65,0.9833333333333333,4.2,0.7333333333333333
oyxoy,grok-4-20,5,Adjectives,310,1.6193548387096774,1.4774193548387098,0.9935483870967742,4.090322580645161,0.6
oyxoy,grok-4-20,6,Comparatives,47,1.8085106382978724,1.6595744680851063,0.9787234042553191,4.446808510638298,0.7659574468085106
oyxoy,grok-4-20,7,Temporal Reference,274,1.6788321167883211,1.572992700729927,0.9890510948905109,4.240875912408759,0.7153284671532847
oyxoy,grok-4-20,8,Verbs,223,1.6995515695067265,1.5022421524663676,0.9910313901345291,4.192825112107624,0.7354260089686099
oyxoy,grok-4-20,9,Attitudes,264,1.696969696969697,1.4318181818181819,0.9924242424242424,4.121212121212121,0.6553030303030303
oyxoy,grok-4-20-reasoning,1,Generalized Quantifiers,637,1.7959183673469388,1.7441130298273155,1.0,4.540031397174254,0.7723704866562009
oyxoy,grok-4-20-reasoning,2,Plurals,154,1.8896103896103895,1.8376623376623376,1.0,4.7272727272727275,0.8311688311688312
oyxoy,grok-4-20-reasoning,3,Anaphora,119,1.7563025210084033,1.6638655462184875,1.0,4.420168067226891,0.6302521008403361
oyxoy,grok-4-20-reasoning,4,Ellipsis,60,1.75,1.7833333333333334,1.0,4.533333333333333,0.7833333333333333
oyxoy,grok-4-20-reasoning,5,Adjectives,310,1.7161290322580645,1.6806451612903226,1.0,4.396774193548387,0.6774193548387096
oyxoy,grok-4-20-reasoning,6,Comparatives,47,1.8936170212765957,1.851063829787234,1.0,4.74468085106383,0.8936170212765957
oyxoy,grok-4-20-reasoning,7,Temporal Reference,274,1.7481751824817517,1.7773722627737227,1.0,4.525547445255475,0.8029197080291971
oyxoy,grok-4-20-reasoning,8,Verbs,223,1.7802690582959642,1.6233183856502242,1.0,4.403587443946188,0.7713004484304933
oyxoy,grok-4-20-reasoning,9,Attitudes,264,1.7916666666666667,1.6401515151515151,1.0,4.431818181818182,0.7310606060606061
oyxoy,llama-3.3-70b,1,Generalized Quantifiers,637,1.543171114599686,1.3139717425431712,0.9544740973312402,3.8116169544740974,0.6028257456828885
oyxoy,llama-3.3-70b,2,Plurals,154,1.5974025974025974,1.37012987012987,0.9805194805194806,3.948051948051948,0.6363636363636364
oyxoy,llama-3.3-70b,3,Anaphora,119,1.3109243697478992,1.0168067226890756,0.9327731092436975,3.2605042016806722,0.3865546218487395
oyxoy,llama-3.3-70b,4,Ellipsis,60,1.2333333333333334,1.5,0.9333333333333333,3.6666666666666665,0.65
oyxoy,llama-3.3-70b,5,Adjectives,310,1.4,1.206451612903226,0.964516129032258,3.5709677419354837,0.5096774193548387
oyxoy,llama-3.3-70b,6,Comparatives,47,1.6382978723404256,1.6382978723404256,0.9574468085106383,4.23404255319149,0.7659574468085106
oyxoy,llama-3.3-70b,7,Temporal Reference,274,1.5218978102189782,1.3722627737226278,0.948905109489051,3.843065693430657,0.6131386861313869
oyxoy,llama-3.3-70b,8,Verbs,223,1.493273542600897,1.4484304932735426,0.9730941704035875,3.914798206278027,0.7174887892376681
oyxoy,llama-3.3-70b,9,Attitudes,264,1.4924242424242424,1.178030303030303,0.946969696969697,3.617424242424242,0.5265151515151515
oyxoy,llama-4-maverick,1,Generalized Quantifiers,636,1.6729559748427674,1.5471698113207548,0.9261006289308176,4.14622641509434,0.6776729559748428
oyxoy,llama-4-maverick,2,Plurals,154,1.7467532467532467,1.6233766233766234,0.9805194805194806,4.35064935064935,0.7662337662337663
oyxoy,llama-4-maverick,3,Anaphora,119,1.5294117647058822,1.3277310924369747,0.957983193277311,3.8151260504201683,0.5042016806722689
oyxoy,llama-4-maverick,4,Ellipsis,60,1.45,1.7666666666666666,0.9833333333333333,4.2,0.7833333333333333
oyxoy,llama-4-maverick,5,Adjectives,309,1.5760517799352751,1.4822006472491909,0.9352750809061489,3.9935275080906147,0.5760517799352751
oyxoy,llama-4-maverick,6,Comparatives,47,1.7234042553191489,1.8297872340425532,0.9574468085106383,4.51063829787234,0.8297872340425532
oyxoy,llama-4-maverick,7,Temporal Reference,272,1.6801470588235294,1.5588235294117647,0.9338235294117647,4.172794117647059,0.6764705882352942
oyxoy,llama-4-maverick,8,Verbs,222,1.6576576576576576,1.5810810810810811,0.972972972972973,4.211711711711712,0.7432432432432432
oyxoy,llama-4-maverick,9,Attitudes,263,1.673003802281369,1.44106463878327,0.9125475285171103,4.026615969581749,0.6197718631178707
oyxoy,mistral-large-3,1,Generalized Quantifiers,638,1.6489028213166144,1.5156739811912225,0.9341692789968652,4.098746081504702,0.6473354231974922
oyxoy,mistral-large-3,2,Plurals,154,1.7402597402597402,1.5844155844155845,0.9675324675324676,4.292207792207792,0.6883116883116883
oyxoy,mistral-large-3,3,Anaphora,119,1.4285714285714286,1.26890756302521,0.9411764705882353,3.638655462184874,0.4789915966386555
oyxoy,mistral-large-3,4,Ellipsis,60,1.3833333333333333,1.6833333333333333,0.9666666666666667,4.033333333333333,0.75
oyxoy,mistral-large-3,5,Adjectives,311,1.504823151125402,1.4212218649517685,0.9389067524115756,3.864951768488746,0.5498392282958199
oyxoy,mistral-large-3,6,Comparatives,47,1.8085106382978724,1.7234042553191489,0.9361702127659575,4.468085106382978,0.7446808510638298
oyxoy,mistral-large-3,7,Temporal Reference,275,1.6436363636363636,1.549090909090909,0.9163636363636364,4.109090909090909,0.6618181818181819
oyxoy,mistral-large-3,8,Verbs,223,1.5964125560538116,1.5246636771300448,0.9327354260089686,4.053811659192825,0.6816143497757847
oyxoy,mistral-large-3,9,Attitudes,264,1.625,1.3863636363636365,0.9204545454545454,3.9318181818181817,0.5909090909090909
